company,specific_bean_origin_or_bar_name,review_date,cocoa_percent,company_location,rating,Bean_Type,country_of_bean_origin,trinitario_bean,criollo_bean,blend_bean,forastero_bean,new_rating
Ninth (9th) & Larkin,"Ben Tre, batch VNBT186",2018,72.0,U.S.A,2,,Vietnam,,,,,3
Ninth (9th) & Larkin,"Sierra Nevada, batch CSN192",2019,72.0,U.S.A,3,,Colombia,,,,,4
Ninth (9th) & Larkin,"Matasawalevu, batch FJMA1",2019,74.0,U.S.A,2,,Fiji,,,,,3
Noble Bean aka Jerjobo,Maranon Canyon,2014,75.0,U.S.A,3,,Peru,,,,,4
Noble Bean aka Jerjobo,Ghana,2014,75.0,U.S.A,3,,Ghana,,,,,3
Noble Bean aka Jerjobo,Moho Valley,2014,75.0,U.S.A,3,,Belize,,,,,3
Nova Monda,"Punta Galera, cacao Nacional, gold label",2012,80.0,Nicaragua,3,,Ecuador,,,,,4
Nova Monda,"La Patriota, cacao Indio, purple label",2012,70.0,Nicaragua,3,,Nicaragua,,,,,3
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",2012,75.0,Nicaragua,2,,Nicaragua,,,,,3
Nuance,"Ghana, 2013, batch 3581",2015,70.0,U.S.A,3,,Ghana,,,,,5
Nuance,La Red,2015,70.0,U.S.A,3,,Dominican republic,,,,,5
Nuance,"Sambirano Valley, 2012, batch 3062",2015,70.0,U.S.A,3,,Madagascar,,,,,4
Nuance,"Canoabo, 2013, batch 2642",2015,70.0,U.S.A,3,,Venezuela,,,,,3
Nuance,"Ecuador, 2013",2015,70.0,U.S.A,2,,Ecuador,,,,,3
Nuance,"Lam Dong, 2016 h., batch 20111",2020,70.0,U.S.A,3,,Vietnam,,,,,4
Nuance,"Akwa Ibom, 2017 h., batch 19762",2020,70.0,U.S.A,3,,Nigeria,,,,,3
Nugali,Fazenda Leolinda,2016,70.0,Brazil,3,,Brazil,,,,,4
Oakland Chocolate Co.,Jamaica,2010,70.0,U.S.A,2,,Jamaica,,,,,2
Obolo,"Pangoa, w/ nibs",2015,70.0,Chile,3,,Peru,,,,,5
Obolo,"Pangoa, 2018, batch 1584 - E",2019,70.0,Chile,3,,Peru,,,,,5
Ocelot,Piura,2015,75.0,Scotland,4,,Peru,,,,,6
Ocelot,Virunga,2015,70.0,Scotland,3,,Congo,,,,,5
Ocho,"PNG, Nib Bar, WAG1",2014,74.0,New Zealand,3,,Papua new guinea,,,,,4
Ocho,"PNG, Voodoo, batch 95",2014,88.0,New Zealand,3,,Papua new guinea,,,,,4
Ocho,"PNG, Revolution, WAG1",2014,70.0,New Zealand,3,,Papua new guinea,,,,,3
Ocho,"PNG, Devotion, batch 96, gogol naru",2014,66.0,New Zealand,2,,Papua new guinea,,,,,3
Ocho,Sang Yum Coop,2016,70.0,New Zealand,3,,Samoa,,,,,4
Ocho,Sang Yum Coop,2016,100.0,New Zealand,2,,Samoa,,,,,3
Ohiyo,Tanzania,2015,70.0,U.S.A,3,,Tanzania,,,,,3
Ohiyo,"San Juan Estate, Gran Couva",2015,70.0,U.S.A,2,,Trinidad,,,,,3
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",2011,70.0,Germany,3,,Bolivia,,,,,4
Oialla by Bojessen (Malmo),Beniano,2018,78.0,Germany,3,,Brazil,,,,,5
Olive and Sinclair,"Dark 75, Ghana, Domin. Rep",2009,75.0,U.S.A,3,,Blend,,,,,3
Olive and Sinclair,"Dark 67, Ghana, Domin. Rep",2009,67.0,U.S.A,2,,Blend,,,,,3
Olive and Sinclair,Dominican Republic prototype,2010,72.0,U.S.A,3,,Dominican republic,,,,,3
Olive and Sinclair,Ghana prototype,2010,72.0,U.S.A,3,,Ghana,,,,,3
Olivia,Carribean-Raw,2011,85.0,Canada,3,,Blend,,,,,3
Olivia,Carribean,2011,76.0,Canada,2,,Blend,,,,,3
Olivia,Carribean,2011,85.0,Canada,2,,Blend,,,,,3
Olivia,Carribean-Raw,2011,76.0,Canada,2,,Blend,,,,,6
Omanhene,Ghana,2011,80.0,Ghana,2,,Ghana,,,,,3
Omnom,Madagascar,2014,66.0,Iceland,3,,Madagascar,,,,,4
Omnom,Papua New Guinea,2014,70.0,Iceland,3,,Papua new guinea,,,,,3
Omnom,"Kakao Kamili, Kilombero Valley",2016,70.0,Iceland,3,,Tanzania,,,,,5
Omnom,Nicaragua,2018,73.0,Iceland,3,,Nicaragua,,,,,3
organicfair,Caribe,2013,72.0,Canada,3,,Dominican republic,,,,,3
organicfair,Mindo,2013,72.0,Canada,3,,Ecuador,,,,,3
organicfair,Maya Mountain,2013,74.0,Canada,2,,Belize,,,,,3
organicfair,La Red,2013,72.0,Canada,2,,Dominican republic,,,,,3
organicfair,Nicaraqua,2013,72.0,Canada,2,,Nicaragua,,,,,3
organicfair,Panama,2018,71.0,South Africa,3,,Panama,,,,,3
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",2009,68.0,Switzerland,3,,Bolivia,,,,,4
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",2009,70.0,Switzerland,3,,Congo,,,,,3
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,75.0,Switzerland,3,,Peru,,,,,3
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",2011,66.0,Switzerland,3,,Bolivia,,,,,5
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",2014,80.0,Switzerland,3,,Blend,,,,,4
Original Beans (Felchlin),Papua Kerafat,2014,68.0,Switzerland,2,,Papua new guinea,,,,,3
Original Hawaiin Chocolate Factory,"Hawai'i Island, Kona Estate, Hualalai Mtn",2006,60.0,U.S.A,3,,U.s.a.,,,,,3
Original Hawaiin Chocolate Factory,"Hawai'i Island, Kona Grand Cru E.",2009,60.0,U.S.A,3,,U.s.a.,,,,,3
Orquidea,Peru,2012,65.0,Peru,3,,Peru,,,,,3
Orquidea,Peru,2012,72.0,Peru,3,,Peru,,,,,3
Pacari,Raw,2008,70.0,Ecuador,3,,Ecuador,,,,,4
Pacari,Los Rios,2008,72.0,Ecuador,3,,Ecuador,,,,,3
Pacari,Manabi,2008,65.0,Ecuador,3,,Ecuador,,,,,3
Pacari,Esmeraldas,2008,60.0,Ecuador,2,,Ecuador,,,,,3
Pacari,Nube- prototype,2011,70.0,Ecuador,3,,Ecuador,,,,,4
Pacari,Piura,2012,70.0,Ecuador,4,,Peru,,,,,6
Pacari,"Ecuador, raw",2012,85.0,Ecuador,2,,Ecuador,,,,,3
Pacari,Tangara,2014,70.0,Ecuador,4,,Ecuador,,,,,6
Pacari,Montubia,2014,70.0,Ecuador,3,,Ecuador,,,,,5
Pacari,Cumbia,2014,70.0,Ecuador,3,,Ecuador,,,,,4
Pacari,Garaua,2014,70.0,Ecuador,3,,Ecuador,,,,,4
Pacari,"Sierra Nevada, Tutu Iku",2016,70.0,Ecuador,4,,Colombia,,,,,6
Palet D'Or,Cuba,2018,72.0,Japan,3,,Cuba,,,,,5
Palet D'Or,Haiti,2018,70.0,Japan,3,,Haiti,,,,,4
Palet D'Or,Vietnam,2018,72.0,Japan,3,,Vietnam,,,,,4
Palette de Bine,Sambirano,2014,78.0,Canada,3,,Madagascar,,,,,5
Palette de Bine,Gran Couva,2014,70.0,Canada,3,,Trinidad,,,,,5
Palette de Bine,Duo- Gran Couva & Camino Verde,2014,75.0,Canada,3,,Blend,,,,,4
Palette de Bine,"Alto Beni, Palos Blancos",2014,72.0,Canada,2,,Bolivia,,,,,3
Palette de Bine,"Camino Verde P., Balao, Guayas",2014,75.0,Canada,2,,Ecuador,,,,,3
Palette de Bine,Lam Dong,2015,72.0,Canada,3,,Vietnam,,,,,5
Palette de Bine,Kokoa Kamili,2015,72.0,Canada,3,,Tanzania,,,,,4
Palette de Bine,"Silvestre, La Paz, Beni",2015,70.0,Canada,3,,Bolivia,,,,,4
Palette de Bine,"San Juan Estate, Gran Couva",2015,70.0,Canada,3,,Trinidad,,,,,4
Palette de Bine,Maya Mtn,2016,72.0,Canada,3,,Belize,,,,,3
Palette de Bine,Lachua,2016,70.0,Canada,2,,Guatemala,,,,,3
Palette de Bine,Pisa,2017,70.0,Canada,3,,Haiti,,,,,4
Palette de Bine,Maranon,2017,72.0,Canada,2,,Peru,,,,,3
Palette de Bine,Dominican Republic,2017,75.0,Canada,2,,Dominican republic,,,,,3
Palette de Bine,"Maranon, batch 28",2019,70.0,Canada,3,,Peru,,,,,4
Pangea,Matasawalevu,2016,76.0,Spain,3,,Fiji,,,,,3
Pangea,Chilique,2019,71.0,Spain,3,,Peru,,,,,4
Pangea,Maya Mtn,2019,75.0,Spain,3,,Belize,,,,,4
Pangea,Sambirano,2019,76.0,Spain,3,,Madagascar,,,,,4
Pangea,Caribe,2019,76.0,Spain,3,,Dominican republic,,,,,4
Pangea,South Cotabato,2019,76.0,Spain,3,,Philippines,,,,,3
Pangea,"Alto Beni, batch 100518",2019,76.0,Spain,2,,Bolivia,,,,,3
Park 75,South America,2014,65.0,U.S.A,3,,Blend,,,,,4
Parliament,"Oko Caribe, batch 4",2014,70.0,U.S.A,3,,Dominican republic,,,,,4
Parliament,Alto Beni,2014,70.0,U.S.A,3,,Bolivia,,,,,3
Parliament,"Lachua, Q'egchi families",2015,70.0,U.S.A,3,,Guatemala,,,,,4
Parliament,Kilombero Valley,2016,70.0,U.S.A,3,,Tanzania,,,,,4
Parre Chocolat,Colombia,2019,75.0,U.S.A,3,,Colombia,,,,,3
Parre Chocolat,Guatemala,2019,75.0,U.S.A,2,,Guatemala,,,,,3
Parre Chocolat,Dominican Republic,2019,75.0,U.S.A,2,,Dominican republic,,,,,3
Pascha,Peru,2013,70.0,Peru,2,,Peru,,,,,3
Pascha,Peru,2013,55.0,Peru,2,,Peru,,,,,2
Patric,Madagascar,2007,70.0,U.S.A,4,,Madagascar,,,,,6
Patric,Madagascar,2009,75.0,U.S.A,4,,Madagascar,,,,,6
Patric,Madagascar,2009,67.0,U.S.A,3,,Madagascar,,,,,4
Patric,"Rio Caribe, Paria Penninsula",2009,70.0,U.S.A,3,,Venezuela,,,,,4
Patric,Signature Blend,2011,70.0,U.S.A,3,,Blend,,,,,5
Patric,"Piura, Choc. Garage Exclusive",2013,67.0,U.S.A,4,,Peru,,,,,6
Paul Young,"Madagascar, w/ shell",2014,64.0,U.K,2,,Madagascar,,,,,3
Paul Young,"Madagascar, w/ shell",2014,73.0,U.K,2,,Madagascar,,,,,2
Peppalo,Dominican Republic,2015,82.0,U.S.A,3,,Dominican republic,,,,,3
Perrenial,Fiji,2018,75.0,U.S.A,3,,Fiji,,,,,3
Petite Patrie,"Ucayali, batch PR-17",2019,70.0,Canada,3,,Peru,,,,,4
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,72.0,Belgium,4,,Mexico,,,,,6
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,72.0,Belgium,3,,Venezuela,,,,,5
Pierre Marcolini,"Kendem Lembu, Java",2006,72.0,Belgium,3,,Indonesia,,,,,3
Pierre Marcolini,"Cabosse, Venezuela, Java",2007,70.0,Belgium,4,,Blend,,,,,6
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,72.0,Belgium,4,,Madagascar,,,,,6
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",2007,72.0,Belgium,3,,Ecuador,,,,,5
Pierre Marcolini,"Fleur de Cacao, Venezuela/ Ghana",2007,85.0,Belgium,3,,Blend,,,,,4
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",2009,72.0,Belgium,3,,Brazil,,,,,3
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,72.0,Belgium,3,,Mexico,,,,,3
Pierre Marcolini,Baracoa,2010,78.0,Belgium,3,,Cuba,,,,,5
Pierre Marcolini,Trinite,2010,75.0,Belgium,3,,Trinidad,,,,,4
Pierre Marcolini,Chuao,2010,75.0,Belgium,3,,Venezuela,,,,,3
Pierre Marcolini,"Peru, Las Pampas P.",2010,85.0,Belgium,3,,Peru,,,,,3
Pierre Marcolini,"Haut Penja, w/ nibs",2015,70.0,Belgium,3,,Cameroon,,,,,4
Pierre Marcolini,"Sambirano, Rieur, Ambanja",2019,76.0,Belgium,3,,Madagascar,,,,,3
Pierre Marcolini,"Haut Penja, Transporte",2019,70.0,Belgium,3,,Cameroon,,,,,3
Piety and Desire,"Kokoa Kamili, Kilombero Valley, batch 304",2020,70.0,U.S.A,3,,Tanzania,,,,,4
Piety and Desire,Kerla,2020,73.0,U.S.A,3,,India,,,,,4
Piety and Desire,"Dak Nong, batch 405",2020,70.0,U.S.A,3,,Vietnam,,,,,3
Pinellas,Wampusirpi Region,2016,80.0,U.S.A,2,,Honduras,,,,,2
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",2014,73.0,U.S.A,3,,Ecuador,,,,,4
Pitch Dark,Akesson Estate,2014,73.0,U.S.A,3,,Madagascar,,,,,4
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",2014,73.0,U.S.A,3,,Ecuador,,,,,4
Pitch Dark,Namau Village,2014,73.0,U.S.A,2,,Fiji,,,,,2
Pitch Dark,Rugoso,2015,80.0,U.S.A,3,,Nicaragua,,,,,4
Pitch Dark,Johe,2015,80.0,U.S.A,2,,Nicaragua,,,,,3
Pitch Dark,Chuno,2015,80.0,U.S.A,2,,Nicaragua,,,,,3
Pitch Dark,Nicalizo,2015,80.0,U.S.A,2,,Nicaragua,,,,,3
Pitch Dark,Tenor,2015,62.0,U.S.A,2,,Nicaragua,,,,,2
Pomm (aka Dead Dog),"Peru, batch 1",2012,82.0,U.S.A,2,,Peru,,,,,3
Pomm (aka Dead Dog),"La Red, 2011",2012,76.0,U.S.A,2,,Dominican republic,,,,,2
Potomac,"Upala, Batch 12",2010,82.0,U.S.A,3,,Costa rica,,,,,5
Potomac,Upala w/ nibs,2011,70.0,U.S.A,3,,Costa rica,,,,,4
Potomac,Bahia,2011,70.0,U.S.A,3,,Brazil,,,,,4
Potomac,"Upala, Batch 18",2011,70.0,U.S.A,3,,Costa rica,,,,,3
Potomac,"San Martin, Amazonian Highlands",2011,70.0,U.S.A,2,,Peru,,,,,3
Potomac,"Cuyagua, 2013",2014,70.0,U.S.A,3,,Venezuela,,,,,5
Potomac,"Oko Caribe, Duarte Province, 2016 H.",2016,70.0,U.S.A,3,,Dominican republic,,,,,5
Potomac,Tumaco,2018,70.0,U.S.A,4,,Colombia,,,,,6
Pralus,Jamaique,2006,75.0,France,3,,Jamaica,,,,,5
Pralus,Fortissima,2006,80.0,France,3,,Ecuador,,,,,5
Pralus,"Djakarta, Java and Ghana",2006,75.0,France,3,,Blend,,,,,4
Pralus,Vanuatu,2006,75.0,France,3,,Vanuatu,,,,,3
Pralus,Cuba,2006,75.0,France,3,,Cuba,,,,,3
Pralus,"Caracas, Venezuela and Ghana",2006,75.0,France,3,,Blend,,,,,3
Pralus,"Monte Alegre (Itacare), Brazil",2006,75.0,France,3,,Brazil,,,,,3
Pralus,Claudio Corallo w/ nibs,2007,75.0,France,4,,Sao tome,,,,,6
Pralus,"Monte Alegre, Diego Badero",2008,75.0,France,3,,Brazil,,,,,4
Pralus,"Sambirano Valley, Le 100%",2008,100.0,France,3,,Madagascar,,,,,3
Pralus,Dominican Republic-Organic,2008,75.0,France,2,,Dominican republic,,,,,6
Pralus,Cuyagua,2009,75.0,France,2,,Venezuela,,,,,6
Pralus,Chuao,2010,75.0,France,3,,Venezuela,,,,,4
Pralus,"Porcelana, S. of Lake Maracaibo",2011,75.0,France,3,,Venezuela,,,,,4
Pralus,Peru,2015,75.0,France,3,,Peru,,,,,4
Pralus,Sao Tome & Principe,2019,75.0,France,3,,Sao tome & principe,,,,,4
Pralus,Tanzanie,2019,75.0,France,3,,Tanzania,,,,,4
Pralus,Equateur,2019,75.0,France,3,,Ecuador,,,,,4
Pralus,Trinidad,2019,75.0,France,3,,Trinidad,,,,,4
Pralus,Ghana,2019,75.0,France,3,,Ghana,,,,,4
Pralus,Papouasie,2019,75.0,France,3,,Papua new guinea,,,,,3
Pralus,Papouasie,2019,75.0,France,3,,Papua new guinea,,,,,3
Pralus,Java,2019,75.0,France,3,,Indonesia,,,,,3
Pralus,Barlovento,2019,75.0,France,3,,Venezuela,,,,,3
Pralus,Nosy Be Isle.,2019,75.0,France,3,,Madagascar,,,,,3
Pralus,Colombie,2019,75.0,France,3,,Colombia,,,,,3
Primo Botanica,"Kokoa Kamili, 2018 Harvest",2018,75.0,U.S.A,3,,Tanzania,,,,,4
Primo Botanica,Choba Choba,2018,75.0,U.S.A,3,,Peru,,,,,4
Public Chocolatory,Vietnam,2019,70.0,South Korea,2,,Vietnam,,,,,3
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja, b. 3212",2014,72.0,U.K,3,,Madagascar,,,,,4
Pump Street Bakery,Guantupi River,2014,75.0,U.K,3,,Ecuador,,,,,3
Pump Street Bakery,"Patanemo, Carabobo, Tisano family, b. 3211",2014,75.0,U.K,2,,Venezuela,,,,,3
Pump Street Bakery,Guantupi River,2014,85.0,U.K,2,,Ecuador,,,,,3
Pump Street Bakery,"Crayfish Bay Estate, 2014",2015,70.0,U.K,3,,Grenada,,,,,4
Pump Street Bakery,"Akesson's, batch 4411",2015,74.0,U.K,3,,Madagascar,,,,,4
Pump Street Bakery,Honduras,2015,80.0,U.K,2,,Honduras,,,,,3
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",2016,77.0,U.K,3,,Ecuador,,,,,4
Pump Street Bakery,"Bachelor's Hall, batch 6911",2017,75.0,U.K,3,,Jamaica,,,,,5
Pump Street Bakery,"Guadalcanal, Tenaru, David Natei F.",2018,72.0,U.K,3,,Solomon islands,,,,,4
Pura Delizia,Venezuela,2012,73.0,Italy,2,,Venezuela,,,,,3
Pura Delizia,Dominican,2017,65.0,Italy,3,,Dominican republic,,,,,5
Pura Delizia,Vietnam,2017,75.0,Italy,3,,Vietnam,,,,,4
Pura Delizia,Philippines,2017,66.0,Italy,3,,Philippines,,,,,4
Pura Delizia,Ecuador,2017,73.0,Italy,3,,Ecuador,,,,,4
Pura Delizia,Papua New Guinea,2017,75.0,Italy,3,,Papua new guinea,,,,,4
Q Chocolate,Brazil,2012,65.0,Brazil,3,,Brazil,,,,,4
Q Chocolate,Brazil,2012,60.0,Brazil,3,,Brazil,,,,,3
Q Chocolate,Brazil,2013,85.0,Brazil,3,,Brazil,,,,,4
Q Chocolate,Brazil,2013,75.0,Brazil,3,,Brazil,,,,,4
Q Chocolate,Brazil,2013,80.0,Brazil,3,,Brazil,,,,,4
Q Chocolate,Brazil,2013,55.0,Brazil,2,,Brazil,,,,,3
Qantu,"Bagua, Amazonas",2018,70.0,Canada,3,,Peru,,,,,3
Qantu,"Chunchu, Ayacucho, lot 208",2019,70.0,Canada,3,,Peru,,,,,5
Qantu,"Morropon, Piura, AoC Golden Bean 2018",2020,70.0,Canada,3,,Peru,,,,,4
Quetzalli (Wolter),"Uranga, Lot 22032016",2016,74.0,Mexico,3,,Mexico,,,,,3
Quetzalli (Wolter),"Mexico, Lot 28022016",2016,70.0,Mexico,2,,Mexico,,,,,3
Raaka,La Red,2011,85.0,U.S.A,3,,Dominican republic,,,,,4
Raaka,Madagascar,2012,75.0,U.S.A,3,,Madagascar,,,,,4
Raaka,Virunga,2015,75.0,U.S.A,2,,Congo,,,,,3
Raaka,"Amazon Basin Blend- SMartin,Pangoa,nacional",2016,70.0,U.S.A,3,,Peru,,,,,3
Raaka,"Pisa, roasted",2017,70.0,U.S.A,3,,Haiti,,,,,4
Raaka,"Pisa, unroasted",2017,70.0,U.S.A,3,,Haiti,,,,,4
Rain Republic,Suchitepequez E.,2010,70.0,Guatemala,2,,Guatemala,,,,,3
Ranger,"Tumbes, Batch 2",2015,73.0,U.S.A,3,,Peru,,,,,4
Ranger,"Chulucanas, Batch 1",2015,80.0,U.S.A,3,,Peru,,,,,4
Ranger,"San Martin, Batch 2",2015,70.0,U.S.A,2,,Peru,,,,,2
Raoul Boulanger,Piura,2016,75.0,France,3,,Peru,,,,,4
Raphio,"Kokoa Kamili, Kilombero batch IT7507",2018,72.0,U.S.A,3,,Tanzania,,,,,5
Raphio,"El Gran Sapasoa, batch IP7487",2018,72.0,U.S.A,3,,Peru,,,,,5
Raphio,Camino Verde,2018,72.0,U.S.A,3,,Ecuador,,,,,4
Raphio,"Oko Caribe, San Fran. De Macoris, El Cibao",2019,72.0,U.S.A,3,,Dominican republic,,,,,4
Raphio,Matagalpa,2019,72.0,U.S.A,3,,Nicaragua,,,,,4
Republica del Cacao (aka Confecta),Los Rios,2007,75.0,Ecuador,3,,Ecuador,,,,,5
Republica del Cacao (aka Confecta),El Oro,2007,67.0,Ecuador,3,,Ecuador,,,,,4
Republica del Cacao (aka Confecta),Manabi,2007,75.0,Ecuador,3,,Ecuador,,,,,3
Republica del Cacao (aka Confecta),"Los Rios, Vinces",2009,75.0,Ecuador,2,,Ecuador,,,,,2
Republica del Cacao (aka Confecta),Esmeraldas,2010,75.0,Ecuador,3,,Ecuador,,,,,4
Ritual,Costa Rica,2011,75.0,U.S.A,3,,Costa rica,,,,,4
Ritual,"Sambirano, 2011 harvest, batch 1",2012,75.0,U.S.A,4,,Madagascar,,,,,6
Ritual,"Gran Couva, 2012 harvest, batch 001",2012,75.0,U.S.A,3,,Trinidad,,,,,4
Ritual,"Camino Verde P., 2012, Balao, Guayas, batch 1",2012,75.0,U.S.A,3,,Ecuador,,,,,4
Ritual,"Toledo District, Maya, batch 001",2013,75.0,U.S.A,3,,Belize,,,,,5
Ritual,"Maranon, Cajamarca, batch 002",2013,75.0,U.S.A,3,,Peru,,,,,3
Ritual,"Camino Verde P., Balao, Guayas, 2014, b. 001",2015,85.0,U.S.A,3,,Ecuador,,,,,4
Ritual,"Mid Mountain, 2014, batch 002",2015,70.0,U.S.A,3,,Blend,,,,,4
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",2016,75.0,U.S.A,3,,Ecuador,,,,,5
Ritual,Xoconusco,2017,75.0,U.S.A,3,,Mexico,,,,,5
Ritual,"La Colonia, Enliven Cacao",2019,70.0,U.S.A,3,,Nicaragua,,,,,4
Ritual,"Jagassar Estate, Moruga Region, microlot",2019,80.0,U.S.A,3,,Trinidad,,,,,4
River-Sea,"Kokoa Kamili, Morogoro",2018,72.0,U.S.A,3,,Tanzania,,,,,3
River-Sea,"Vanua Levu, Matasawalevu",2019,70.0,U.S.A,2,,Fiji,,,,,2
River-Sea,Ucayali,2019,70.0,U.S.A,2,,Peru,,,,,2
Roasting Masters,"La Dorado, light roast",2016,70.0,South Korea,3,,Costa rica,,,,,4
Roasting Masters,"Tapanti, light roast",2016,70.0,South Korea,3,,Costa rica,,,,,4
Roasting Masters,Maleku,2016,70.0,South Korea,3,,Costa rica,,,,,4
Robert (aka Chocolaterie Robert),Madagascar,2013,75.0,Madagascar,3,,Madagascar,,,,,4
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,2013,68.0,Madagascar,3,,Madagascar,,,,,4
Rogue,"Sambirano, 2008",2008,70.0,U.S.A,3,,Madagascar,,,,,3
Rogue,Trinidad,2008,70.0,U.S.A,3,,Trinidad,,,,,3
Rogue,"Hispaniola, 2008",2008,70.0,U.S.A,2,,Dominican republic,,,,,3
Rogue,Jamaica,2008,70.0,U.S.A,2,,Jamaica,,,,,3
Rogue,Rio Caribe,2009,70.0,U.S.A,3,,Venezuela,,,,,4
Rogue,Piura,2010,75.0,U.S.A,3,,Peru,,,,,5
Rogue,"Silvestre, Batch 1, 2011",2011,75.0,U.S.A,3,,Bolivia,,,,,3
Rogue,"Camino Verde P., Balao, Guayas",2012,75.0,U.S.A,3,,Ecuador,,,,,5
Rogue,"Silvestre, Batch 7, 2013",2013,75.0,U.S.A,4,,Bolivia,,,,,6
Rogue,"Bachelor's Hall E., St. Thomas Parish, batch 1",2013,75.0,U.S.A,3,,Jamaica,,,,,5
Rogue,"Akessons Estate, Sambirano, 2013",2013,70.0,U.S.A,3,,Madagascar,,,,,4
Rogue,"Hispaniola, 2013",2013,70.0,U.S.A,3,,Dominican republic,,,,,4
Rogue,Porcelana,2014,80.0,U.S.A,3,,Venezuela,,,,,5
Rogue,"Caranero, Choc. Garage Exclusive",2015,70.0,U.S.A,3,,Venezuela,,,,,5
Rogue,"Tranquilidad, Batch 1",2015,75.0,U.S.A,3,,Bolivia,,,,,4
Rogue,"La Masica, Batch 1, FHIA Research Center",2016,75.0,U.S.A,3,,Honduras,,,,,5
Rozsavolgyi,Carenero Superior,2011,73.0,Hungary,3,,Venezuela,,,,,4
Rozsavolgyi,"Aragua, Trincheras",2011,70.0,Hungary,3,,Venezuela,,,,,4
Rozsavolgyi,Principe,2011,77.0,Hungary,2,,Principe,,,,,3
Rozsavolgyi,Porcelana,2011,71.0,Hungary,2,,Venezuela,,,,,2
Rozsavolgyi,Sur del Lago,2012,84.0,Hungary,2,,Venezuela,,,,,2
Rozsavolgyi,"Sambirano, Akesson Estate, batch MT3802",2012,72.0,Hungary,2,,Madagascar,,,,,2
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula, b. R380",2012,76.0,Hungary,2,,Venezuela,,,,,2
Rozsavolgyi,Chuao,2017,73.0,Hungary,3,,Venezuela,,,,,5
Ruket,"Red Mayan, Xoco",2017,72.0,Italy,2,,Honduras,,,,,3
Ruket,"Nugu, lot 02N",2018,70.0,Italy,3,,Nicaragua,,,,,4
Ruket,"Pisa, lot 03HA",2018,75.0,Italy,3,,Haiti,,,,,3
Sacred,"Twilight, Central and S. America",2012,69.0,U.S.A,3,,Blend,,,,,4
Sacred,"Midnight, Central and S. America",2012,83.0,U.S.A,2,,Blend,,,,,3
Salgado,Bahia Superior,2008,70.0,Argentina,3,,Brazil,,,,,4
Salgado,Esmeraldas,2008,70.0,Argentina,3,,Ecuador,,,,,4
Salgado,Carenero Superior,2008,70.0,Argentina,3,,Venezuela,,,,,4
Salgado,Rio Arriba,2008,70.0,Argentina,3,,Ecuador,,,,,4
San Jose,"H. San Jose, Los Rios, L300817",2017,70.0,Ecuador,3,,Ecuador,,,,,4
Santander (Compania Nacional),Colombian Dark,2006,70.0,Colombia,3,,Colombia,,,,,5
Santander (Compania Nacional),Colombian,2006,65.0,Colombia,3,,Colombia,,,,,3
Santander (Compania Nacional),Colombian Semi Dark,2006,53.0,Colombia,2,,Colombia,,,,,6
Santander (Compania Nacional),Colombian w/ nibs,2009,70.0,Colombia,3,,Colombia,,,,,3
Santander (Compania Nacional),Colombian 2008,2009,75.0,Colombia,2,,Colombia,,,,,3
Santome,Sao Tome,2011,70.0,France,2,,Sao tome,,,,,3
Scharffen Berger,Bittersweet,2006,70.0,U.S.A,3,,Blend,,,,,4
Scharffen Berger,Semisweet,2006,62.0,U.S.A,3,,Blend,,,,,3
Scharffen Berger,Extra Dark,2006,82.0,U.S.A,2,,Blend,,,,,6
Scharffen Berger,"Kumasi Sambirano, Ghana & Madagascar",2006,68.0,U.S.A,2,,Blend,,,,,6
Scharffen Berger,Jamaica a l'ancienne,2006,70.0,U.S.A,2,,Jamaica,,,,,6
Scharffen Berger,Cuyagua,2007,75.0,U.S.A,3,,Venezuela,,,,,5
Scharffen Berger,"Las Islas, Carribean(DR/Jam/Tri)",2007,72.0,U.S.A,3,,Blend,,,,,3
Scharffen Berger,Nibby,2007,62.0,U.S.A,3,,Blend,,,,,3
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),2007,75.0,U.S.A,3,,Blend,,,,,3
Scharffen Berger,"Finisterra, Ven., Trinidad, Mad.",2008,72.0,U.S.A,3,,Blend,,,,,3
